year,field,total_checked,had_data,pct_available
2020,boxscore,953,953,100.0
2020,draft,1,1,100.0
2020,linescore,953,953,100.0
2020,playbyplay,953,953,100.0
2020,roster,30,30,100.0
2020,standings_splits,1,1,100.0
2020,transactions,1,1,100.0
2020,winprobability,953,953,100.0
