year,field,total_checked,had_data,pct_available
2024,boxscore,2476,2476,100.0
2024,draft,1,1,100.0
2024,linescore,2476,2476,100.0
2024,playbyplay,2476,2476,100.0
2024,roster,30,30,100.0
2024,standings_splits,1,1,100.0
2024,transactions,1,1,100.0
2024,winprobability,2476,2476,100.0
