year,field,total_checked,had_data,pct_available
2025,boxscore,2482,2482,100.0
2025,draft,1,1,100.0
2025,linescore,2482,2482,100.0
2025,playbyplay,2482,2482,100.0
2025,roster,30,30,100.0
2025,standings_splits,1,1,100.0
2025,transactions,1,1,100.0
2025,winprobability,2482,2482,100.0
