year,field,total_checked,had_data,pct_available
2023,boxscore,2479,2479,100.0
2023,draft,1,1,100.0
2023,linescore,2479,2479,100.0
2023,playbyplay,2479,2479,100.0
2023,roster,30,30,100.0
2023,standings_splits,1,1,100.0
2023,transactions,1,1,100.0
2023,winprobability,2479,2479,100.0
